Date,SPY,IWM,EFA,EEM,TLT,LQD,HYG,EMB,TIP,GLD,GSG,IYR
2015-04-24,211.65,125.86,67.4,43.845,129.07,121.65,91.32,114.11,115.02,113.05,21.17,78.15
2015-04-27,210.77,124.47,67.73,44.02,129.07,121.56,91.35,114.24,115.04,115.33,21.08,77.94
2015-04-28,211.44,125.16,67.81,44.09,127.29,120.84,91.21,114.16,114.38,116.33,21.12,77.92
2015-04-29,210.57,123.8,67.22,43.54,125.73,119.84,91.04,113.44,114.17,115.51,21.39,76.39
2015-04-30,208.46,121.18,66.51,42.88,125.95,119.94,90.99,113.12,114.36,113.47,21.63,75.5
2015-05-01,210.72,121.97,67.25,43.14,124,118.95,90.79,112.83,113.89,113.08,21.64,75.9
2015-05-04,211.32,122.41,67.18,43.39,122.83,118.57,90.77,112.67,113.45,114.1,21.59,76.1
2015-05-05,208.9,120.85,66.18,42.92,122.66,118.37,90.65,112.5,113.4,114.42,21.9,74.43
2015-05-06,208.04,121.27,66.35,42.39,120.56,117.86,90.38,112.47,112.49,114.36,21.89,74.23
2015-05-07,208.87,121.73,66.13,42.33,122.18,118.33,90.37,112.3,112.78,113.42,21.43,75.21
2015-05-08,211.62,122.64,67.66,42.87,122.51,119.01,91.0799,112.92,113.25,113.97,21.59,76.36
2015-05-11,210.605,122.71,67.07,42.46,119.53,117.81,90.51,112.4,112.22,113.53,21.46,75.25
2015-05-12,209.98,122.49,67.03,42.32,119.84,117.64,90.5,111.8,112.33,114.5,21.79,75.47
2015-05-13,210.02,122.485,67.53,42.4,118.88,117.53,90.37,111.92,112.16,116.55,21.75,74.84
2015-05-14,212.21,123.79,68.34,42.82,119.2,117.93,90.8085,112.29,112.37,117.18,21.81,76.2
2015-05-15,212.44,123.65,68.42,43.15,121.59,118.75,91.01,112.85,113.15,117.53,21.84,76.83
2015-05-18,213.1,125.05,68.19,42.71,119.55,117.84,90.86,112.56,112.55,117.52,21.69,76.6
2015-05-19,213.03,124.88,67.93,42.78,118.49,117.21,90.72,112.01,112.01,115.89,21.19,76.5
2015-05-20,212.88,125.11,68.06,42.75,118.69,117.35,90.61,112.11,112.31,116.08,21.27,76.34
2015-05-21,213.5,124.97,68.42,42.6,120.35,117.91,90.74,112.71,112.74,115.69,21.67,75.99
2015-05-22,212.99,124.43,67.98,42.74,120.4,117.83,90.81,112.86,112.93,115.6,21.38,76.01
2015-05-25,212.99,124.43,67.98,42.74,120.4,117.83,90.81,112.86,112.93,115.6,21.38,76.01
2015-05-26,210.7,123.24,66.76,42.06,122.46,118.35,90.62,112.55,113.02,113.91,20.93,75.55
2015-05-27,212.7,124.75,67.41,42.07,122.74,118.47,90.82,112.35,112.92,113.89,20.64,76.12
2015-05-28,212.46,124.64,67.29,41.52,122.44,118.22,90.78,112.04,112.85,114.02,20.77,76.07
2015-05-29,211.14,123.89,66.64,41.12,122.71,118.27,90.91,112.37,113.21,114.1,21.16,75.25
2015-06-01,211.57,124.28,66.46,40.96,121.13,117.28,90.66,111.33,112.51,114,21.18,75.98
2015-06-02,211.36,124.52,66.77,41.12,119.44,116.68,90.49,111.18,112.05,114.46,21.44,75.36
2015-06-03,211.92,125.76,67.14,40.91,117.52,115.93,90,110.79,111.36,113.64,21.03,74.45
2015-06-04,210.129,124.5,66.42,40.29,119.05,116.53,89.71,110.67,111.67,112.84,20.75,74.38
2015-06-05,209.77,125.4,65.63,40.11,117.6,115.94,89.44,110.08,111.36,112.24,20.88,73.48
2015-06-08,208.48,124.82,65.54,40.1,117.47,115.86,89.44,109.81,111.51,112.57,20.82,73.335
2015-06-09,208.45,124.44,65.18,39.86,116.54,115.34,89.29,109.4,111.26,112.82,21.25,72.8
2015-06-10,210.95,125.99,66.55,40.44,115.52,115.03,89.41,109.01,110.86,113.78,21.49,73.32
2015-06-11,211.63,126.31,66.73,40.24,117.95,116.05,89.59,109.3,111.41,113.26,21.28,73.9
2015-06-12,210.01,125.93,66.2,40.24,117.95,115.85,89.26,109.45,111.47,113.23,21.04,73.76
2015-06-15,209.11,125.53,65.8,39.79,118.14,115.83,88.84,108.91,111.83,113.73,20.87,73.38
2015-06-16,210.25,126.42,65.78,39.8,119.07,116.12,89.34,108.89,112.49,113.32,20.95,74
2015-06-17,210.59,126.23,65.63,40.04,118.15,116.11,89.26,109.37,112.62,113.85,20.96,74.46
2015-06-18,212.78,127.92,66.22,40.41,117.57,115.9,89.59,109.93,112.35,115.32,20.98,75.49
2015-06-19,210.81,127.86,66.06,40.06,119.08,116.52,89.64,110.21,112.61,115.12,20.72,75
2015-06-22,211.89,128.74,67.31,40.64,116.65,115.6,89.82,110.37,112.11,113.64,20.79,74.26
2015-06-23,212.04,129.01,67.49,41.04,115.95,115.34,89.76,110.33,111.86,112.89,21.1,73.9
2015-06-24,210.5,127.92,66.9,40.75,116.95,115.66,89.52,110.43,112.06,112.59,20.87,72.83
2015-06-25,209.86,127.85,65.77,40.31,116.54,115.47,89.25,110.28,111.94,112.44,20.82,72.14
2015-06-26,209.82,127.5,65.74,39.93,115.23,114.94,88.99,109.93,111.44,112.56,20.91,72.49
2015-06-29,205.42,124.28,63.72,39.04,118.28,115.94,88.38,109.64,112.26,113.07,20.71,71.33
2015-06-30,205.85,124.86,63.49,39.62,117.46,115.72,88.8,109.92,112.05,112.37,21.11,71.3
2015-07-01,207.5,125.23,63.9,39.59,115.62,115.02,88.42,109.9,111.64,111.98,20.77,72.39
2015-07-02,207.31,123.78,63.98,39.78,116,115.46,88.75,109.97,112.13,111.76,20.75,72.55
2015-07-03,207.31,123.78,63.98,39.78,116,115.46,88.75,109.97,112.13,111.76,20.75,72.55
2015-07-06,206.72,123.74,62.69,38.67,118.15,115.92,88.46,109.51,112.57,112.06,19.84,72.88
2015-07-07,208.02,123.88,62.71,38.09,119.26,116.4,88.53,109.43,112.94,110.76,19.8,74
2015-07-08,204.53,121.99,61.25,36.78,120.29,116.56,88.09,109.22,113.08,111.09,19.69,73.61
2015-07-09,204.9,122.43,62.26,37.49,117.92,115.79,88.29,109.47,112.35,111.36,19.98,73.26
2015-07-10,207.48,124.13,64.3,38.44,116.05,115.05,88.8,109.88,111.82,111.49,19.99,73.77
2015-07-13,209.77,125.53,64.54,38.7,115.69,114.8,88.88,109.71,111.43,110.99,19.88,73.88
2015-07-14,210.68,126.23,65.08,38.77,116.07,114.9,88.79,109.35,111.61,110.74,19.92,74.08
2015-07-15,210.61,125.56,64.84,38.33,117.3,115.2,88.79,109.35,111.92,110.16,19.58,74.15
2015-07-16,212.3,126.31,65.4,38.81,118.11,115.38,88.93,109.64,112.06,109.76,19.51,74.68
2015-07-17,212.48,125.76,65.31,38.76,118.72,115.46,88.69,109.68,112.02,108.65,19.46,74.39
2015-07-20,212.59,125.08,65.46,38.51,118.22,115.19,88.28,109.53,111.72,105.7,19.19,74.52
2015-07-21,211.75,124.49,65.27,38.52,118.86,115.43,88.12,109.6,111.98,105.37,19.28,74.25
2015-07-22,211.37,124.95,64.77,37.97,119.6,115.58,87.55,109.67,112.03,104.8,18.95,74.46
2015-07-23,210.18,123.57,64.6,37.6,121.09,115.92,87.5,109.38,112.22,104.33,18.79,73.93
2015-07-24,208,121.58,63.89,37.06,121.39,115.87,87.25,108.98,112.1,105.35,18.6,73.95
2015-07-27,206.79,120.57,63.42,36.36,122.04,115.88,86.88,108.55,112.33,104.86,18.2,74.11
2015-07-28,209.33,121.6,64.22,36.73,121.15,115.79,87.35,108.74,112.06,105.02,18.38,74.25
2015-07-29,210.77,121.94,64.45,37.09,120.7,115.69,87.86,109.3,112.05,105.17,18.49,74.63
2015-07-30,210.82,122.29,64.4,36.72,121.63,115.75,88.12,109.65,112.21,104.27,18.43,74.35
2015-07-31,210.5,122.96,64.78,37.12,122.53,116.35,87.97,109.66,112.65,104.93,18.12,74.83
2015-08-03,209.79,122.35,64.61,36.5,123.55,116.29,87.41,108.76,112.55,104.1,17.72,75.2
2015-08-04,209.38,122.06,64.66,36.63,122.57,115.7,87.46,108.92,111.92,104.31,17.86,74.81
2015-08-05,210.07,122.34,65,36.64,121.65,115.25,87.34,108.81,111.57,103.93,17.76,74.49
2015-08-06,208.35,120.69,64.73,36.32,122.73,115.47,86.98,108.42,111.77,104.39,17.69,74.49
2015-08-07,207.95,119.88,64.61,36.3,124.34,115.87,86.71,108.47,112.08,104.65,17.55,74.75
2015-08-10,210.57,121.26,65.4,36.91,122.8,115.41,86.96,108.49,111.92,105.72,17.95,74.76
2015-08-11,208.67,120.22,64.4,36.1,124.75,115.89,86.56,108.52,112.38,106.26,17.68,75.26
2015-08-12,208.92,119.99,63.94,35.54,124.07,115.71,86.44,108.58,112.12,107.75,17.67,75.37
2015-08-13,208.66,119.59,63.9,35.48,123.67,115.31,86.33,108.49,111.82,106.86,17.52,75.52
2015-08-14,209.42,120.36,64,35.53,123.96,115.42,86.38,108.55,111.7,106.85,17.41,75.95
2015-08-17,210.59,121.63,63.88,35.14,124.52,115.79,86.38,108.62,111.69,107.13,17.35,76.52
2015-08-18,209.98,120.66,63.4,34.76,123.54,115.35,86.27,108.23,111.42,107.11,17.31,76.58
2015-08-19,208.32,119.41,62.84,34.33,124.76,115.91,86.19,107.94,111.8,108.55,16.95,76.16
2015-08-20,203.97,116.39,61.32,33.79,126.02,115.98,85.77,107.55,112.11,110.44,16.91,75.57
2015-08-21,197.83,115.03,59.92,32.75,126.4,116.01,85.46,107.09,112.15,111.13,16.65,74.09
2015-08-24,189.5,110.54,57.85,31.32,126.36,115.69,84.76,105.54,111.76,110.53,16.11,70.63
2015-08-25,187.27,109.69,58.4,31.72,124.33,115.1,84.93,106.36,111.49,109.16,16.16,68.85
2015-08-26,194.46,112.48,59.78,32.77,121.93,115.03,85.64,106.34,110.82,107.67,16.15,70.57
2015-08-27,199.27,114.49,60.51,34.22,122,115.14,86.28,107.88,111.36,107.73,16.91,71.99
2015-08-28,199.28,115.62,60.42,33.78,122.36,115.35,86.36,107.95,111.68,108.7,17.52,71.91
2015-08-31,197.67,115.2,59.97,33.84,121.42,115.06,86.24,108.01,111.58,108.82,18.17,70.48
2015-09-01,191.77,111.9,57.96,32.53,122.03,115.42,85.58,107.63,111.07,109.2,17.32,69.14
2015-09-02,195.41,113.91,58.82,33,120.98,115.25,85.93,107.16,110.72,108.62,17.57,69.88
2015-09-03,195.55,113.73,58.96,33.13,121.57,115.8,86.05,107.72,110.73,107.84,17.7,70.02
2015-09-04,192.59,112.87,57.61,32.14,122.68,116.06,85.96,107.64,110.91,107.49,17.46,68.69
2015-09-07,192.59,112.87,57.61,32.14,122.68,116.06,85.96,107.64,110.91,107.49,17.46,68.69
2015-09-08,197.43,115.45,59.3,33.16,120.87,115.52,86.43,107.6,110.41,107.52,17.52,69.73
2015-09-09,194.79,114.12,59.06,32.99,121.45,115.77,86.32,107.96,110.66,106.13,17.19,68.88
2015-09-10,195.85,114.64,59.45,33.33,120.63,115.54,86.53,107.8,110.69,106.38,17.42,68.96
2015-09-11,196.74,115.18,59.44,33.46,121.39,115.62,86.5,107.82,111,106.16,17.32,70.09
2015-09-14,196.01,114.65,58.99,33.41,121.58,115.61,86.35,107.89,110.79,106.22,17.09,70.05
2015-09-15,198.46,115.94,59.39,33.73,119.25,114.74,86.33,107.76,110.04,105.9,17.15,70.64
2015-09-16,200.18,116.94,60.3,34.55,118.8,114.95,86.02,108.2,110.01,107.31,17.5,71.55
2015-09-17,199.73,117.34,60.33,34.47,120.25,115.9,86.09,108.83,110.87,108.41,17.39,72.25
2015-09-18,195.45,115.72,58.82,33.83,122.1,116.25,85.85,109.11,111.22,109.21,17,72.01
2015-09-21,196.46,115.51,58.79,33.77,120.11,115.66,85.69,108.5,110.52,108.53,17.27,72.64
2015-09-22,193.91,113.76,57.39,33.14,121.78,116.16,85.07,107.63,110.79,107.79,17.18,71.68
2015-09-23,193.6,113.42,57.12,32.61,121.77,116.09,84.92,107.41,110.71,108.22,16.97,72.01
2015-09-24,192.9,113.23,56.96,32.47,122.6,116.11,84.5,107.05,110.72,110.49,17.07,71.35
2015-09-25,192.85,111.42,57.46,32.4,121.54,115.76,84.07,106.8,110.13,109.81,17.18,71.04
2015-09-28,188.01,108.3,56.33,31.71,123.62,115.96,82.78,105.88,110.16,108.42,16.9,69.76
2015-09-29,188.12,107.53,56.25,31.86,123.97,116.11,82.77,105.64,110.47,107.98,17.03,70.25
2015-09-30,191.63,109.2,57.32,32.78,123.54,116.09,83.29,106.4,110.69,106.86,17.08,70.95
2015-10-01,192.13,109.01,57.5,32.96,123.81,115.73,82.36,105.63,111.03,106.73,16.97,71.28
2015-10-02,195,110.63,58.48,33.84,124.56,116.24,82.44,106.83,111.67,108.99,17.05,71.9
2015-10-05,198.47,113.27,59.64,34.57,122.87,115.93,83.43,107.36,111.33,108.77,17.28,73.19
2015-10-06,197.79,112.49,59.71,34.51,123.4,116.16,83.89,107.7,111.65,109.86,17.79,73.01
2015-10-07,199.41,114.48,60.46,35.43,122.99,116.57,84.75,108.04,111.63,109.7,17.69,73.72
2015-10-08,201.21,115.51,60.94,35.81,121.96,116.11,85.1,108.09,111.59,109.14,17.92,74.33
2015-10-09,201.33,115.74,61.05,35.94,122.28,116.16,85.11,108.54,111.28,110.87,17.91,74.25
2015-10-12,201.52,115.57,60.93,35.67,123.21,116.63,84.95,108.68,111.48,111.31,17.46,74.65
2015-10-13,200.25,113.99,60.16,35.09,123.42,116.54,84.75,107.92,111.42,111.86,17.3,74.1
2015-10-14,199.29,112.87,60.28,35.36,124.5,117,84.69,108.41,111.8,113.81,17.32,73.62
2015-10-15,202.35,115.57,61.31,36.22,123.89,116.95,84.89,108.95,111.59,113.29,17.33,74.46
2015-10-16,203.27,115.42,61.26,36.25,123.93,116.99,85.28,109.54,111.29,112.49,17.34,75.06
2015-10-19,203.37,115.64,61.05,35.88,123.59,116.98,85.51,109.55,111.1,112.02,17.03,75.95
2015-10-20,203.09,115.48,60.8,35.87,122.83,116.76,85.59,108.95,110.97,112.73,17.05,76.04
2015-10-21,201.85,113.72,60.77,35.35,124.05,117.34,85.5,108.57,111.04,111.73,16.9,75.77
2015-10-22,205.26,114.72,61.45,36.08,124.26,117.59,85.53,109.03,111.42,111.69,16.96,76.6
2015-10-23,207.51,115.85,62.06,36.29,123.2,117.16,85.83,109.25,111.26,111.5,16.8,75.9
2015-10-26,207,115.06,61.83,35.96,124.02,117.37,85.74,109.31,111.23,111.43,16.65,75.89
2015-10-27,206.6,113.8,61.29,35.55,124.33,117.4,85.46,109.01,111.48,111.68,16.52,75.7
2015-10-28,208.95,117.12,61.69,35.14,123.83,116.94,85.69,108.56,110.92,110.78,16.99,75.99
2015-10-29,208.83,115.87,61.24,34.81,121.86,116.12,85.47,108.72,110.62,109.72,16.9,75.91
2015-10-30,207.93,115.34,61.11,34.87,122.78,116.42,85.57,108.5,110.96,109.3,17.07,75.36
2015-11-02,210.39,117.74,61.69,35.56,121.95,115.59,85.44,108.14,110.91,108.59,16.95,77.03
2015-11-03,211,118.35,61.67,36.03,120.95,115.6,85.53,108.74,110.72,106.98,17.32,76.31
2015-11-04,210.36,118.29,61.33,35.74,121.09,115.47,85.28,108.72,110.57,105.97,16.96,75.94
2015-11-05,210.15,118.38,61.22,35.8,120.77,115.5,84.95,108.85,110.22,105.64,16.73,76.16
2015-11-06,210.04,119.22,60.94,35.3,119,114.75,84.54,108.19,109.76,104.1,16.61,73.98
2015-11-09,208.08,117.82,60.31,34.42,118.33,114.56,84.19,107.67,109.72,104.4,16.42,72.98
2015-11-10,208.56,118.17,60.27,34.27,118.68,114.85,84,107.81,109.68,104.18,16.36,73.65
2015-11-11,207.74,117.14,60.58,34.34,118.43,114.84,83.8,107.84,109.67,103.83,16.19,73.74
2015-11-12,204.84,114.9,59.79,34.01,119,114.8,83.24,108.04,109.67,103.85,15.91,73.21
2015-11-13,202.54,114.07,59.29,33.54,119.68,115.14,83,107.88,109.82,103.56,15.71,72.44
2015-11-16,205.62,115.05,60.0408,34.19,119.57,115.16,83.39,107.94,109.76,103.71,15.8,73.29
2015-11-17,205.47,114.61,60.2,34.09,119.77,115.28,83.45,108.19,109.96,102.34,15.55,73.33
2015-11-18,208.73,116.55,60.75,34.459,120.02,115.31,83.61,108.45,110.12,102.43,15.6,74.11
2015-11-19,208.55,116.06,61.06,34.77,120.82,115.65,82.86,108.65,110.51,103.56,15.61,74.32
2015-11-20,209.311,116.81,60.92,35.12,120.45,115.63,82.84,108.99,110.6,103.09,15.58,75.08
2015-11-23,209.07,117.39,60.54,34.79,120.82,115.67,82.77,108.88,110.73,102.26,15.67,75.21
2015-11-24,209.35,118.25,60.55,34.97,120.81,115.71,82.88,108.77,110.85,102.94,15.89,74.84
2015-11-25,209.32,119.17,60.69,34.7,121.09,115.82,82.97,108.67,110.79,102.46,15.89,75.09
2015-11-26,209.32,119.17,60.69,34.7,121.09,115.82,82.97,108.67,110.79,102.46,15.89,75.09
2015-11-27,209.56,119.62,60.7,33.94,120.97,115.86,83.1,108.68,110.85,101.25,15.63,75.69
2015-11-30,208.69,119.1,60.65,33.99,121.45,115.91,83.05,108.39,110.8,101.92,15.51,75.21
2015-12-01,210.68,119.89,61.29,34.25,122.83,116.45,83.24,108.28,111.21,102.28,15.58,76.14
2015-12-02,208.529,118.6,60.64,33.84,122.87,116.17,83.07,107.93,110.83,100.69,15.21,74.7
2015-12-03,205.61,116.6,60.35,33.65,119.53,114.63,82.851,107.18,110.14,101.76,15.43,73.6
2015-12-04,209.62,117.78,60.84,33.88,120.58,115.25,82.66,107.34,110.42,104.02,15.35,74.83
2015-12-07,208.35,116.01,60.45,33.317,121.75,115.45,82.08,107.08,110.38,102.67,14.77,74.63
2015-12-08,206.949,115.37,59.56,32.95,121.81,115.3,81.06,106.91,110.41,102.84,14.64,74.45
2015-12-09,205.34,114.08,59.29,32.68,121.68,115.27,81.48,107.09,110.2,102.64,14.62,73.99
2015-12-10,205.87,114.46,59.3,32.459,121.84,115,81.14,106.93,109.96,102.55,14.53,73.57
2015-12-11,201.88,111.91,58.17,31.55,123.76,115.2,79.52,105.29,110.32,103.11,14.31,73.23
2015-12-14,202.901,111.11,58.26,32.06,122.16,114.35,78.83,105.71,109.53,101.79,14.16,73.46
2015-12-15,205.031,112.71,58.55,32.55,121.44,114.36,80.12,106.06,109.47,101.52,14.25,74.27
2015-12-16,208.03,114.43,59.73,33.19,121.18,114.34,80.73,106.14,109.15,102.75,14.07,75.73
2015-12-17,204.86,113.21,58.97,32.76,122.55,114.47,79.83,106.23,109.53,100.5,13.92,75.36
2015-12-18,200.021,111.48,58.35,32.65,123.23,114.47,79.53,105.99,109.83,102.04,13.98,74.4
2015-12-21,201.67,112.32,58.11,32.4,123.2,114.55,79.28,105.8,109.63,103.15,13.93,74.78
2015-12-22,203.5,113.35,58.55,32.66,122.31,114.4,80.24,105.98,109.48,102.61,13.9,75.09
2015-12-23,206.02,114.78,59.53,33.12,121.39,114.5,80.75,106.46,109.58,102.31,14.26,75.94
2015-12-24,205.68,114.5,59.43,33,121.83,114.55,80.49,105.96,109.77,103.05,14.29,75
2015-12-25,205.68,114.5,59.43,33,121.83,114.55,80.49,105.96,109.77,103.05,14.29,75
2015-12-28,205.21,113.97,59.29,32.77,122.19,114.41,80.01,105.66,109.8,102.27,14.07,75.22
2015-12-29,207.4,115.2,59.88,32.8,120.16,113.82,80.47,105.76,109.38,102.2,14.34,75.99
2015-12-30,205.93,114.04,59.52,32.29,120.04,113.82,80.53,105.98,109.5,101.42,14.11,75.65
2015-12-31,203.87,112.62,58.72,32.19,120.58,114.01,80.58,105.78,109.68,101.46,14.23,75.08
2016-01-01,203.87,112.62,58.72,32.19,120.58,114.01,80.58,105.78,109.68,101.46,14.23,75.08
2016-01-04,201.019,110.01,57.82,31.31,121.45,113.95,80.1,105.67,110.11,102.89,14.12,74.35
2016-01-05,201.36,110.25,57.73,31.38,120.96,114.01,80.25,105.95,110.04,103.18,13.98,75.57
2016-01-06,198.82,108.57,56.78,30.779,122.59,114.46,80.25,105.94,110.39,104.67,13.57,75.32
2016-01-07,194.05,105.67,55.6,29.83,122.81,114.55,79.73,105.44,110.3,106.15,13.44,73.64
2016-01-08,191.923,103.85,54.93,29.51,123.36,114.64,79.52,105.35,110.39,105.68,13.42,72.77
2016-01-11,192.11,103.4,55.16,29.5,122.01,114.27,79.4,105.17,109.81,104.74,12.96,73.06
2016-01-12,193.661,103.71,55.42,29.56,123.77,114.53,79.48,104.68,110.11,104.21,12.93,72.55
2016-01-13,188.83,100.38,54.56,29.25,124.99,114.88,78.6,104.27,110.34,104.72,12.83,71.45
2016-01-14,191.93,101.77,55.26,29.63,123.82,114.31,78.95,104.39,110.24,103.02,12.89,71.35
2016-01-15,187.81,100.12,53.26,28.455,125.752,114.14,77.91,103.36,110.24,104.08,12.55,70.535
2016-01-18,187.81,100.12,53.26,28.455,125.752,114.14,77.91,103.36,110.24,104.08,12.55,70.535
2016-01-19,188.06,98.77,53.75,28.88,125.36,113.63,77.64,103.74,110.13,103.98,12.42,70.75
2016-01-20,185.65,99.18,52.53,28.25,126.68,113.8,77.12,103.11,110.19,105.37,12.28,68.87
2016-01-21,186.69,98.95,52.92,28.36,125.82,113.47,77.64,103.58,109.79,105.49,12.53,69.33
2016-01-22,190.52,101.37,54.48,29.33,125.34,113.54,78.83,104.55,109.95,105,13.02,71.25
2016-01-25,187.64,99.115,53.75,28.825,126.02,113.42,78.05,104.07,110.16,106.08,12.59,70.55
2016-01-26,190.2,101.1,54.71,29.25,126.08,113.74,78.75,104.4,110.44,107.29,12.87,72.06
2016-01-27,188.13,99.71,54.36,29.15,126.05,113.43,78.63,104.9,110.72,107.69,13.07,70.94
2016-01-28,189.11,99.69,54.52,29.61,126.23,113.56,79.03,105.45,110.95,106.54,13.38,70.47
2016-01-29,193.721,102.96,55.48,30.57,127.3,114.15,79.29,105.82,111.4,106.9492,13.48,72
2016-02-01,193.65,102.49,55.42,30.28,126.67,113.45,78.43,104.88,111.2,108.05,13.08,72.01
2016-02-02,190.16,100.28,54.13,29.3,129.02,113.66,77.87,104.65,111.54,108.09,12.78,71.25
2016-02-03,191.3,100.41,54.58,30.13,127.95,113.38,78.25,105.11,111.68,109.25,13.26,71.6
2016-02-04,191.6,100.8,54.65,30.36,128.57,113.43,78,105.24,111.7,110.57,13.14,71.68
2016-02-05,187.95,98.04,53.81,30.01,128.72,113.41,77.41,105.13,111.39,112.32,12.99,70.07
2016-02-08,185.42,96.43,52.81,29.6,131.49,114,76.5,104.66,111.47,113.83,12.8,68.01
2016-02-09,185.43,95.78,52.2,29.19,131.63,113.61,76.21,104.32,111.22,113.58,12.43,66.91
2016-02-10,185.27,95.83,52.14,29.31,132.79,113.75,76.1,104.42,111.63,114.46,12.33,67.26
2016-02-11,182.86,94.7892,51.38,28.82,133.72,114.13,75.59,104.3,112.02,119.0592,12.43,66.27
2016-02-12,186.63,96.59,52.28,29.32,131.5,113.49,76.72,104.71,111.6,118.36,12.72,67.13
2016-02-15,186.63,96.59,52.28,29.32,131.5,113.49,76.72,104.71,111.6,118.36,12.72,67.13
2016-02-16,189.78,98.88,53.3408,29.97,130.11,112.95,76.79,105.05,111.14,114.77,12.63,68.42
2016-02-17,192.88,100.43,54.26,30.56,129.31,112.92,77.42,105.79,110.95,115.48,12.99,69.04
2016-02-18,192.09,99.95,53.98,30.38,130.9,113.84,77.49,106.11,111.26,118.29,12.93,69.7
2016-02-19,192,100.45,53.92,30.24,131.005,113.76,77.64,106.02,111.35,117.58,12.81,69.85
2016-02-22,194.78,101.57,54.53,30.99,130.94,113.99,78.31,106.54,111.62,115.49,13.06,70.66
2016-02-23,192.32,100.64,53.64,30.33,131.47,114.22,78.15,106.52,111.96,117.22,12.8,70.49
2016-02-24,193.2,101.61,53.45,30.26,131.21,114.33,78.28,106.54,112.21,117.61,12.98,70.52
2016-02-25,195.54,102.54,54.09,30.36,131.68,114.97,78.7,106.91,112.67,117.92,13.05,71.8
2016-02-26,195.089,103.19,53.95,30.06,130.41,114.93,79.23,107.09,112.38,117.11,13.03,71.58
2016-02-29,193.56,102.73,53.63,30.32,130.98,115.01,80.08,107.25,112.76,118.64,13.2,71.46
2016-03-01,198.11,104.94,55.03,31.4,128.43,114.05,80.92,108.06,112.45,117.77,13.24,73.32
2016-03-02,199,106.0208,55.41,31.82,128.96,114.28,80.37,107.8,112.69,118.68,13.34,73.88
2016-03-03,199.775,107.13,55.95,32.18,129.43,114.82,80.64,107.93,112.92,120.73,13.35,74.25
2016-03-04,200.43,107.72,56.36,32.82,128.6,114.8,80.87,108.19,112.57,120.54,13.7,74.45
2016-03-07,200.59,108.8892,56.29,32.77,128.56,114.93,80.97,108.4,112.12,121.14,14.05,74.59
2016-03-08,198.4,106.26,55.74,32.21,129.98,115.54,80.4,107.97,112.55,120.58,13.78,73.82
2016-03-09,199.38,106.8,55.95,32.41,129.19,115.41,80.6,108.23,112.48,119.58,14.15,74.12
2016-03-10,199.54,105.93,55.86,32.46,128.66,115.89,81.16,108.17,112.09,121.5,14.04,73.93
2016-03-11,202.76,108.2008,57.32,33.14,127.36,116.22,82.14,108.84,112.05,119.41,14.16,75.68
2016-03-14,202.5,107.92,57.2,32.94,127.76,116.56,81.91,108.6,111.92,117.87,14,75.58
2016-03-15,202.17,106.24,56.66,32.47,127.88,116.52,81.15,107.99,111.7,117.96,13.87,75.56
2016-03-16,203.34,106.99,57.16,33.12,128.26,117.08,81.69,109.06,112.89,120.59,14.19,76.52
2016-03-17,204.63,108.63,57.6,33.85,128.79,117.44,82.21,109.91,113.14,120.13,14.38,77.59
2016-03-18,204.38,109.61,57.5,34.029,129.06,117.71,82.4,110,113.52,119.8,14.31,77.29
2016-03-21,204.67,109.35,57.41,34.1,128.07,117.57,82.31,110.41,113.55,118.96,14.37,76.79
2016-03-22,204.56,109.22,57.31,34.02,128.04,117.35,82.09,110.2,113.26,119.31,14.4,76.81
2016-03-23,203.209,106.88,56.73,33.44,129.49,117.94,81.71,109.51,113.38,116.61,14.04,75.37
2016-03-24,203.12,107.2,56.35,33.36,129.54,117.89,81.35,109.25,113.12,116.33,13.99,75.43
2016-03-25,203.12,107.2,56.35,33.36,129.54,117.89,81.35,109.25,113.12,116.33,13.99,75.43
2016-03-28,203.24,107.33,56.69,33.47,129.71,117.96,80.98,109.46,113.26,116.6,13.98,76.01
2016-03-29,205.121,110.31,57.3,33.93,131.07,118.49,81.29,110.03,114.45,118.76,13.88,77.52
2016-03-30,206.02,110.32,57.73,34.28,129.69,118.35,81.58,110.14,114.52,117.1,13.77,77.4
2016-03-31,205.52,110.63,57.16,34.25,130.61,118.82,81.69,110.35,114.64,117.64,13.79,77.86
2016-04-01,206.92,111.12,56.55,34.15,130.68,118.87,81.37,110.21,114.73,116.93,13.51,77.91
2016-04-04,206.25,110.19,56.43,33.74,130.76,118.88,81.17,110.18,114.87,116.15,13.29,77.8
2016-04-05,204.189,108.94,55.32,33.08,132.19,119.26,80.87,109.89,114.99,117.66,13.28,77.36
2016-04-06,206.42,110.17,56.22,33.48,131.23,119.16,81.55,110.15,114.69,116.94,13.55,77.55
2016-04-07,203.95,108.68,55.4,32.81,132.85,119.48,81.15,109.7,115.09,118.61,13.51,77.13
2016-04-08,204.499,109.11,56.46,33.38,132.01,119.21,81.52,110.05,114.86,118.43,13.95,77.57
2016-04-11,204.02,108.77,56.49,33.81,131.84,119.2,81.63,110.54,114.57,120.03,14.06,77.47
2016-04-12,205.92,109.94,57.33,34.33,130.93,118.73,82.11,110.69,114.09,120.05,14.43,78
2016-04-13,208.001,112.31,58.24,34.94,131.39,119.14,82.65,111.15,114.19,118.77,14.39,77.82
