Date,SPY,IWM,EFA,EEM,TLT,LQD,HYG,EMB,TIP,GLD,GSG,IYR
2007-12-19,145.88,75.63,78.57,49.47,93.23,105.28,102.1,101.22,105.86,79.24,50.88,66.5
2007-12-20,146.8,76.84,79.13,49.74,93.03,104.77,101.88,101.26,105.74,78.67,51.13,66.75
2007-12-21,148.13,78.6,80.26,51.24,91.67,104.66,102.2,101.15,105.1,80.1,51.75,67.89
2007-12-24,149.23,79.17,78.58,51.447,91.24,104.13,101.8399,101.33,104.78,80.14,52.2,69.74
2007-12-25,149.23,79.17,78.58,51.447,91.24,104.13,101.8399,101.33,104.78,80.14,52.2,69.74
2007-12-26,149.55,79.54,78.8,51.713,90.44,104.16,101.39,101.41,104.32,81.52,53.27,68.58
2007-12-27,147.67,77.39,78.32,50.52,91.06,104.312,101.49,101.17,104.48,81.56,53.13,66.48
2007-12-28,147.3,76.56,78.99,50.71,92.48,104.64,100.5,101.21,105.11,83,52.81,65.5
2007-12-31,146.21,75.92,78.5,50.1,93.045,104.84,100.72,101.35,105.8,82.46,52.74,65.7
2008-01-01,146.21,75.92,78.5,50.1,93.045,104.84,100.72,101.35,105.8,82.46,52.74,65.7
2008-01-02,144.93,75.16,78.22,49.273,94.38,106.08,99.5,101.49,106.64,84.86,54.66,65.15
2008-01-03,144.86,74.33,78.35,49.717,94.25,105.73,99.31,101.67,107,85.57,54.66,63.04
2008-01-04,141.31,72.09,76.57,48.223,94.27,106.6,99.2,101.72,106.97,85.13,54.3,61.04
2008-01-07,141.19,72.25,76.65,48.577,94.68,106.47,98.61,101.95,106.95,84.77,52.68,61.61
2008-01-08,138.91,70.02,76.22,48.2,94.57,106.27,98.04,102.1968,107.03,86.78,53.7,59.37
2008-01-09,140.37,70.73,76.77,49.78,94.75,106.05,96.97,102.12,106.95,86.5499,53.5,60.54
2008-01-10,141.29,71.67,76.69,50.367,93.47,105.7379,97.69,102.21,106.47,88.25,52.76,61.34
2008-01-11,140.15,70.22,75.16,48.95,94.2,106.51,97.9,101.838,107.26,88.58,52.65,61.24
2008-01-14,141.28,70.8,76.36,49.67,94.55,106.07,97.5552,102.19,107.71,89.5399,53.36,61.07
2008-01-15,138.17,69.54,73.8801,47.423,95.61,106.64,97.81,102.36,108.26,87.99,52.39,59.48
2008-01-16,136.98,69.57,72.39,45.45,94.92,106.48,97.7,102.5,107.62,86.7,51.35,60.25
2008-01-17,133.43,67.88,71.3,44.127,96.15,106.98,97.01,102.41,108.4,86.5001,51.1,59.52
2008-01-18,132.06,67.22,71.71,45.133,95.49,106.8,97.77,102.47,108.5,87.42,51.4501,59.02
2008-01-21,132.06,67.22,71.71,45.133,95.49,106.8,97.77,102.47,108.5,87.42,51.4501,59.02
2008-01-22,130.72,66.74,69.7101,44,96.5099,107.03,97.09,101.98,109.32,88.1699,50.47,61.01
2008-01-23,133.86,69.02,69.3,44.28,96.29,107.17,97.28,102,109.06,87.89,49.86,66
2008-01-24,134.99,68.97,71.73,45.14,94.36,106.26,98.5,102.02,108.32,90.08,50.73,64.71
2008-01-25,133.04,68.47,70.69,44.453,95.95,107.41,98.65,102.178,109.2,90.3,51.792,63.81
2008-01-28,135.24,69.92,71.48,45.553,95.59,107.38,98.2,102.1399,109.07,91.75,52.26,66.18
2008-01-29,135.91,70.1,71.91,45.33,94.94,107.2,98.3,101.97,109.03,91.15,52.51,65.78
2008-01-30,134.91,69.22,71.5801,44.733,94.32,107.18,98.68,102.28,109.0501,92.0601,52.51,64.24
2008-01-31,137.37,70.94,72.34,45.63,94.99,107.53,98.88,102.31,109.58,91.4,52.5,65.77
2008-02-01,139.58,72.63,73.55,46.54,95.23,107.49,98.27,101.84,109.08,89.3499,51.52,68.33
2008-02-04,137.82,71.79,72.8,46.683,94.25,107.2,98.295,101.88,108.45,89.1,52,67.27
2008-02-05,134.13,69.95,69.4599,44.17,94.97,107.57,97.5,101.65,108.97,87.68,51.43,65.14
2008-02-06,133.05,68.96,69.4,43.447,94.68,106.99,97.3,101.69,108.8399,88.9499,51.24,63.89
2008-02-07,133.93,70.11,69.0499,44.183,92.64,105.76,96.89,101.33,107.5396,89.85,51.64,65.43
2008-02-08,133.07,69.67,68.34,44.1,93.7,106.16,96.16,100.94,108.62,91,53.62,63.4
2008-02-11,133.75,69.58,68.7,44.647,94.09,106.48,95.4,100.89,108.9,91.33,54.13,62.13
2008-02-12,134.99,70.41,70.18,45.367,93.53,106.33,95.76,100.92,108.7,89.33,53.5,64.09
2008-02-13,136.37,71.85,70.66,46.387,92.5399,105.26,95.51,101.11,107.71,89.44,53.78,64.39
2008-02-14,135.17,70.18,70.34,45.79,91.18,105.03,95.98,101.098,106.99,89.71,54.85,63.91
2008-02-15,135.14,69.87,70.6,46.117,91.88,105.37,95.74,101.29,107.53,89.15,55,63.65
2008-02-18,135.14,69.87,70.6,46.117,91.88,105.37,95.74,101.29,107.53,89.15,55,63.65
2008-02-19,135.52,70.73,71.29,46.72,90.95,104.33,95.25,100.53,106.914,91.58,56.5501,62.54
2008-02-20,135.92,70.77,70.92,47.11,91.58,104.56,95.5,100.53,107.265,93.24,56.65,64
2008-02-21,134.79,69.39,70.79,46.45,92.55,105.28,95.83,100.42,107.94,93.25,56.29,62.55
2008-02-22,135.62,69.37,71.69,47.073,92.02,104.866,96,100.79,107.64,93.39,56.92,64.02
2008-02-25,137.33,70.77,72.83,47.95,91.08,104.2,96.29,100.92,107.1,92.74,57.51,66
2008-02-26,138.36,71.43,73.91,48.583,91.11,104.95,96.91,101.0099,107.81,93.71,58.98,65.96
2008-02-27,138.22,71.4,74.15,48.993,91.19,104.85,96.89,101.21,107.99,94.78,57.97,65.49
2008-02-28,136.87,70.32,73.44,48.467,92.81,105.61,96.75,101.12,109.42,95.99,59.16,64.13
2008-02-29,133.82,68.86,71.6001,46.54,94.23,106.28,96.38,101.42,110.57,96.18,58.41,63.01
2008-03-03,133.5,68.2,71.81,46.793,93.64,105.83,95.79,101.01,110.01,97.24,59.19,63.348
2008-03-04,132.99,67.8,70.72,45.707,92.73,105.21,95.68,100.88,109.76,95.18,57.77,62.84
2008-03-05,133.83,68.45,71.57,46.667,91.62,104.47,95.945,101.02,109.6899,97.72,59.51,62.78
2008-03-06,131.06,66.17,70.55,45.067,92.11,104.33,95.7,100.874,110.2799,96.5,60.1,59.9
2008-03-07,129.71,65.96,69.72,44.443,92.23,104.11,95.5,100.77,110.69,96.09,59.5,60.5
2008-03-10,128,64.5,69.37,43.663,93.59,104.09,95.28,100.78,111.52,95.87,60.55,59.52
2008-03-11,132.6,67.3,71.56,46.6,92.79,102.9,95.52,100.69,110.44,95.99,61.3,63.75
2008-03-12,131.36,66.52,71.56,45.737,94.58,104.14,95.5,100.7401,111.5,97.01,61.49,62.375
2008-03-13,131.65,67.88,71.68,45.32,93.84,103.01,94.83,100.5,110.78,98.34,62,63.16
2008-03-14,129.61,66.14,69.9499,43.713,95,102.95,94.26,100.94,111.0276,98.71,61.68,62.13
2008-03-17,128.3,65.06,68.89,42.633,95.73,103.79,93.82,100.73,109.84,99.17,58.5,61.71
2008-03-18,133.63,68.05,71,44.85,95.36,103.6,95.2,101.23,109.72,96.5,60.14,64.86
2008-03-19,130.32,66.3,68.4299,42.156,96.94,104.05,95.3,101.35,110.1801,93.0399,56.12,64.15
2008-03-20,132.08,67.48,69.46,42.867,97.181,104.6,95.75,101.33,110.42,89.9128,56.26,66.83
2008-03-21,132.08,67.48,69.46,42.867,97.181,104.6,95.75,101.33,110.42,89.9128,56.26,66.83
2008-03-24,134.72,69.99,70.7299,44.51,95.3,104.4,96.482,101.35,108.47,90.1001,56.94,67.97
2008-03-25,134.85,70.22,71.76,45.193,95.7,104.87,96.73,101.15,108.29,92.73,58.03,67.75
2008-03-26,133.2,69.64,71.76,44.827,95.3,104.998,96.505,101.35,108.61,93.8,59.3,65.96
2008-03-27,132.78,69.09,71.7,44.61,94.63,104.36,96.19,101.31,108.83,93.46,60.64,65.68
2008-03-28,131.51,68.19,71.64,44.53,95.55,104.92,96.24,101.12,109.64,91.88,59.26,64.67
2008-03-31,131.97,68.29,71.9,44.793,95.89,105.2,96.6647,101.09,109.9,90.41,57.86,65.1
2008-04-01,136.61,70.79,74.1701,46.513,93.9299,104.52,96.45,100.52,108.3162,86.8599,56.88,68.3
2008-04-02,136.7,70.96,74.33,46.55,94.13,104.7,96.5,100.83,108.32,89.27,58.49,68.59
2008-04-03,137.04,71.15,74.55,47.113,94.34,104.75,96.33,100.91,108.28,89.42,58.46,69.99
2008-04-04,136.89,71.16,74.8,46.923,95.2,106.02,96.7,101.23,108.9,90.25,59.67,68.85
2008-04-07,136.96,70.96,75.26,47.547,94.7,106.14,97.47,101.5,108.6501,91.17,60.585,68.69
2008-04-08,136.82,71.02,74.47,47.285,94.37,105.762,97.8,101.53,108.46,90.35,60.28,67.83
2008-04-09,135.83,69.81,73.86,46.55,95.35,105.45,96.95,101.52,109.18,92.29,61.65,66.45
2008-04-10,136.02,70.47,73.63,47.217,95.03,105.548,97.3,101.78,108.71,91.77,61.41,66.31
2008-04-11,133.38,68.74,72.64,46.447,95.67,105.65,96.52,101.89,109.52,91.3,61.16,66.07
2008-04-14,132.93,68.53,72.8,46.337,95.11,105,96.86,101.92,109.18,91.11,61.97,65.71
2008-04-15,133.24,69.01,73.31,46.88,93.93,104.78,96.85,102.03,108.78,91.66,62.88,66.05
2008-04-16,136.85,71.2,75.6155,48.267,93.01,104.18,97.2725,102.12,108.11,93.27,64.11,68.9
2008-04-17,137.05,70.92,74.78,47.917,92.85,104.45,97.37,101.99,107.66,92.56,63.64,69.3
2008-04-18,138.48,71.67,75.31,48.639,92.77,104.91,98.03,101.77,107.56,90.62,64.13,69.37
2008-04-21,138.55,71.68,75.9,48.887,93.14,104.57,97.87,101.76,107.6,90.25,63.71,68.68
2008-04-22,137.94,70.5,75.108,48.433,93.46,104.34,98,101.63,107.87,90.27,64.74,68.36
2008-04-23,137.72,70.55,75.5,49.13,93.15,104.66,98.4,101.51,107.54,89.22,64.7,69.15
2008-04-24,138.32,71.23,75.01,48.5,92.36,104.52,98.43,101.45,106.568,87.22,63.31,70.74
2008-04-25,139.6,71.9,75.63,48.857,91.82,104.57,98.9,101.3,106.42,87.27,64.31,70.98
2008-04-28,139.63,72.38,76.074,48.763,92.1,105.07,99.48,101.15,106.6,87.69,64.78,71.14
2008-04-29,139.08,71.74,75.4,47.9,92.45,105.4,99.19,101.158,106.61,85.81,63.03,70.11
2008-04-30,138.26,71.4,75.81,48.887,93.115,105.99,99.29,101.8,107.11,86.65,62.6,68.88
2008-05-01,141.12,72.75,76.27,49.407,92.78,106.15,100.82,101.52,106.59,83.99,61.53,70.5
2008-05-02,141.51,72.52,76.48,49.88,91.61,105.53,99.8,101.94,106.32,84.58,63.08,70.62
2008-05-05,140.83,72.27,76.61,49.843,91.61,105.68,99.64,101.9,106.57,86.27,64.79,70.45
2008-05-06,142.05,72.86,77.18,50.4,90.95,105,98.93,101.76,106.488,86.63,65.8,71.01
2008-05-07,139.52,71.56,75.83,48.9,91.3399,105.28,99,101.59,106.7504,85.82,66.5,68.92
2008-05-08,139.16,71.71,76.49,49.403,92.16,105.745,98.79,101.61,107.54,87.24,67.04,68.89
2008-05-09,138.9,71.5,75.88,49,92.5,105.75,99,101.64,107.83,87.42,67.68,68.4
2008-05-12,140.46,73.07,76.64,49.63,92.36,105.654,98.87,101.5,107.66,86.99,66.96,69.86
2008-05-13,140.48,73.49,76.38,49.867,91.35,105.05,98.84,101.42,106.85,85.3901,67.76,70.23
2008-05-14,140.77,73.4,76.38,49.987,91.39,105.1099,98.7,101.21,106.95,85.2,66.98,70.7
2008-05-15,142.53,73.55,77.68,51.05,92.22,105.81,98.96,101.54,107.72,87,66.955,71.58
2008-05-16,142.66,73.9501,78.5202,51.7,91.84,105.67,99.1,101.88,107.72,89.1001,67.96,71.11
2008-05-19,143.05,73.97,78.2,51.71,91.962,105.6944,99.49,101.9,108.06,89.39,67.88,71.65
2008-05-20,141.89,73.7,77.48,50.813,92.44,105.73,99.3,102.05,108.709,90.9,68.76,70.17
2008-05-21,139.49,72.65,76.6,50.297,92.46,105.265,99.12,102.07,108.83,91.96,70.75,68.65
2008-05-22,139.51,73.17,77.49,50.443,91.37,104.11,98.97,101.76,108.07,90.98,69.7,68.19
2008-05-23,137.64,72.21,76.61,49.563,91.77,104.59,98.38,101.93,108.49,91.23,69.9,67.75
2008-05-26,137.64,72.21,76.61,49.563,91.77,104.59,98.38,101.93,108.49,91.23,69.9,67.75
2008-05-27,138.66,73.32,76.46,49.483,91.15,103.96,97.83,101.81,107.74,89.36,68.55,68.72
2008-05-28,139.3,73.66,76.45,50.15,90.34,103.295,98.31,101.7,106.77,89.14,69.5,69
2008-05-29,140,74.41,76.28,50.26,89.69,102.79,98.215,101.38,106.36,86.51,67.32,69.72
2008-05-30,140.35,74.67,76.71,50.433,90.28,103.2,98.22,101.46,106.78,87.45,67.9,69.44
2008-06-02,138.9,73.99,75.91,49.833,90.3,103.08,96.78,101.16,106.31,87.96,68.23,68.47
2008-06-03,138.09,73.84,75.75,48.933,90.95,103.48,96.85,101.33,106.31,86.88,67.02,68.52
2008-06-04,138.02,74.3,75.31,48.507,90.14,103.16,96.75,101.37,105.76,86.65,66.11,68.9
2008-06-05,140.78,76.2,76.56,50.05,89.6,102.61,97.17,101.18,105.43,86.45,68.6,70.63
2008-06-06,136.29,73.92,74.36,48.237,90.76,103.12,96.905,101.28,106.72,89.06,72.68,67.83
2008-06-09,136.62,73.68,74.256,48.113,90.76,103.03,97.21,101.28,106.16,87.987,71.05,66.26
2008-06-10,135.94,73.14,73,47.003,90.17,102.44,97.25,100.79,105.59,85.55,70.27,66.52
2008-06-11,133.94,71.87,72.07,46.3,89.96,102.4,97.23,100.84,105.79,87.02,72.3,65.15
2008-06-12,134.45,72.02,71.82,46.57,89.06,101.53,97.07,100.295,104.8,85.6,72.88,65.55
2008-06-13,136.15,73.32,72.48,47.073,88.87,101,97.5,100.16,104.79,85.83,72,66.92
2008-06-16,136.23,73.78,72.85,47.233,88.89,101.36,96.15,99.872,105.05,87.01,72.04,67.88
2008-06-17,135.57,73.72,73.07,47.433,89.07,101.69,96.32,100.13,105.35,87.25,72.17,65.88
2008-06-18,134.25,73.13,72.47,47.203,89.82,102.2,96.53,100,105.92,88.28,73.28,64.9
2008-06-19,134.42,73.74,72.33,47.277,89.2899,101.67,95.9199,99.89,105.26,88.42,71.34,66.24
2008-06-20,131.58,72.57,70.75,45.733,89.81,101.73,95.54,99.85,105.5999,88.95,72.2,64.6
2008-06-23,131.45,71.89,70.74,45.867,90,101.69,95.19,99.69,105.6,87.09,72.99,63.26
2008-06-24,131.19,70.7,70.42,45.663,90.5948,101.63,94.79,99.6,106.24,87.47,72.96,63.29
2008-06-25,131.81,71.5,69.846,46.05,90.64,101.708,95.105,99.65,106.32,87.42,71.94,63.76
2008-06-26,128.23,69.66,68.08,44.47,91.25,101.79,94.36,99.42,107.24,90.61,74.51,61.48
2008-06-27,127.53,69.7,68.26,44.9,92.32,101.69,94.1,98.84,107.75,91.47,74.73,61
2008-06-30,127.98,69.05,68.67,45.24,92.34,101.4,94,99,107.85,91.4,74.91,60.8
2008-07-01,128.38,69.1,67.93,44.433,91.79,100.92,93.25,98.1,107.15,92.66,74.95,61.15
2008-07-02,126.18,66.91,66.85,43.167,92.27,100.85,93.18,98.36,107.82,93.17,76.38,59.88
2008-07-03,126.31,66.32,67.28,43.043,92.07,100.72,93.1375,98.28,108.1,92.06,76.35,59.4
2008-07-04,126.31,66.32,67.28,43.043,92.07,100.72,93.1375,98.28,108.1,92.06,76.35,59.4
2008-07-07,125.02,65.69,66.7,42.89,92.49,101.19,93.22,98.49,108.05,91.23,74.57,58.18
2008-07-08,127.24,68.07,67.05,43.417,93.09,101.74,92.97,98.56,107.97,90.86,72,62.39
2008-07-09,124.79,66.25,66.18,42.54,93.5,101.81,92.65,98.42,108.6,91.5,71.55,57.8
2008-07-10,125.3,66.9,66.75,43.31,93.49,101.23,92.77,98.27,108.59,93.53,73.91,58.85
2008-07-11,123.84,67.27,65.7,43.02,92.16,100.45,92.65,98.59,107.61,95.16,75.32,58.87
2008-07-14,122.72,66.16,65.56,42.967,92.97,100.5,92.425,98.68,108.41,95.91,75.05,56.82
2008-07-15,120.99,65.88,64.51,42.25,92.94,100.48,91,98.65,108.34,96.17,72.42,56.28
2008-07-16,123.96,68.3,65.7,43.47,91.26,99.69,91.3,98.56,107.79,94.44,71.05,60.23
2008-07-17,125.2,68.4,66.7,43.673,90.79,99.35,91.57,98.875,107.09,94.22,68.59,61.2
2008-07-18,125.98,68.88,67.13,43.297,90.45,99.17,93.04,98.9,106.6,94.17,67.8,61.22
2008-07-21,126.05,69.72,67.52,43.833,90.8,99.28,93.5,99.11,106.62,95.12,68.78,61.4
2008-07-22,127.48,71.47,67.75,43.86,90.35,99.92,93.815,98.6,106.11,93.06,67,63.35
2008-07-23,128.17,71.93,68,43.923,90.17,99.57,93.57,98.71,105.39,90.57,65.37,64.7
2008-07-24,125.51,70.11,66.76,42.3,91.05,100.45,93.79,98.41,106.14,91.33,65.4,60.72
2008-07-25,125.48,70.68,66.9,42.59,90.14,99.92,93.99,98.81,105.41,91.69,64.95,61.64
2008-07-28,123.64,69.48,65.78,42,91.05,100.5,93.67,98.74,106.31,91.73,65.27,60.33
2008-07-29,126.28,71.18,66.43,44.19,90.68,100.25,93.69,98.99,105.59,90.59,64.05,63.35
2008-07-30,128.53,71.61,67.05,43.73,90.77,100.73,93.705,99.205,106.03,89.52,65.52,63.04
2008-07-31,126.83,71.32,66.39,42.75,91.67,101.36,93.9,99.4,106.47,90.08,64.93,62.3
2008-08-01,126.16,71.41,65.4,42.46,91.54,100.525,92.82,98.65,105.95,89.57,65.01,62.45
2008-08-04,124.99,70.75,64.78,41.16,91.33,100.54,92.18,98.95,105.65,88.14,62.95,61.57
2008-08-05,128.36,71.96,66.42,41.69,90.65,100.1,92.83,98.97,105.08,86.08,61.5,64.2
2008-08-06,128.93,72.32,66.44,42.52,90.2799,100.25,92.21,98.99,104.81,86.64,61.11,63.9
2008-08-07,127.01,71.24,65.11,41.06,91.75,101.08,92.095,99.05,105.89,86.09,61.47,62.35
2008-08-08,129.37,73.12,65.38,41.16,92,101.176,92.26,98.79,105.753,84.43,59.02,64.37
2008-08-11,130.71,74.87,65.32,40.73,91.12,100.72,92,98.87,104.8,81.13,59.08,65.95
2008-08-12,129.35,74.31,64.85,40.39,91.97,101.33,92.36,99.06,105.29,80.52,58.24,64.49
2008-08-13,128.57,74.58,63.83,40.38,91.65,100.8,92.5,99.08,105.28,81.56,60.53,63.45
2008-08-14,129.54,75.3,63.58,40.91,92.24,101.09,92.5,99.11,105.82,79.35,59.79,64.5
2008-08-15,130.17,75.1,63.16,40.27,93.04,101.32,92.715,99.285,106.08,77.63,58.62,64.4
2008-08-18,128.39,74.13,62.84,39.59,93.41,101.36,92.5,99.37,106.18,78.8,58.45,63.05
2008-08-19,126.99,72.9,62.13,39.257,93.05,101.2,92.68,99.24,106.07,80.433,60.14,61.75
2008-08-20,127.58,73,62.5,40.26,93.31,101.21,92.66,99.33,106.51,80.06,60.62,61.9
2008-08-21,127.8,72.16,62.75,40.2,93.14,100.61,92.525,99.24,106.69,82.17,63.73,61.05
2008-08-22,129.65,73.68,63.04,40.17,93.08,100.65,92,99.43,106.28,81.08,60.27,62.45
2008-08-25,127.02,72.06,62.05,39.34,94.01,101.3,92.5,99.4,106.68,80.93,60.18,61.07
2008-08-26,127.39,72.17,62.36,39.41,94.09,101.42,92,99.23,106.72,81.23,60.51,61.54
2008-08-27,128.63,73.03,62.95,40.25,94.25,101.26,92.1,99.34,107,81.36,61.33,62.09
2008-08-28,130.19,74.51,63.76,40.53,94.26,101.24,92.23,99.52,106.67,82.18,60.2,64.15
2008-08-29,128.79,73.87,63.57,40.05,93.84,101.04,92.4,99.68,106.36,81.71,60.07,63.43
2008-09-01,128.79,73.87,63.57,40.05,93.84,101.04,92.4,99.68,106.36,81.71,60.07,63.43
2008-09-02,127.99,73.85,62.59,38.84,94.37,100.98,91.8,99.39,105.49,79.2,57.64,64.21
2008-09-03,127.88,74.15,62.33,38.2,94.77,101.1799,92.1,99.35,105.31,78.89,57.22,65.09
2008-09-04,124.03,71.82,59.66,36.44,95.526,101.21,92.5,99.137,105.15,78.39,56.22,63.06
2008-09-05,124.42,71.64,59.44,36.96,95.48,101.1059,92.42,99,105.18,78.98,55.27,63.46
2008-09-08,126.99,72.48,60.77,37.42,95.88,101.28,92.31,99.04,105.59,78.86,55.27,66.2
2008-09-09,123.22,70.81,58.8,35.32,96.83,101.63,92.51,98.86,105.77,76.49,54.05,63.3
2008-09-10,123.72,71.47,59.37,35.888,96.23,101.59,92,98.8,105.72,74.22,54.39,63.64
2008-09-11,125.51,71.92,59.24,35.36,96.18,100.8,92,98.51,105.8,73.08,53.56,64.37
2008-09-12,126.09,72.25,60.4,36.54,94.94,100.03,92,97.9,105.05,75.55,53.95,65.05
2008-09-15,120.09,69.01,57.83,33.67,98.02,99.29,88.62,96.88,105.67,77.56,51.68,61.05
2008-09-16,122.1,71,57.4,33.96,98,92.99,86.58,95.81,104.62,76.79,50.74,62.93
2008-09-17,116.61,67.8,55.21,31.55,98.49,88.732,81.38,93.64,105,85.46,52.47,60
2008-09-18,120.07,71.8,57.72,34.21,97.05,89.94,87.8,88.78,103.61,82.8,52.63,65.07
2008-09-19,124.12,75,61.81,38.47,93.97,92.75,88.92,92.75,104.14,85.98,54.5,67.2
2008-09-22,121.31,71.95,59.7,35.96,93.96,93.3,88.84,90.99,104.5,89.18,57.25,61.28
2008-09-23,118.55,70.99,58.86,34.84,93.6,92.34,87.972,92.81,103.43,88.32,56.42,61.67
2008-09-24,118.93,69.94,59.03,35.24,94.01,92.1,88.7601,94.3,102.92,86.71,55.77,60.44
2008-09-25,120.79,70.3,60.39,37.05,93.82,92.5,86.5,93.734,102.88,86.45,56.55,61.56
2008-09-26,120.85,70.63,59.75,35.79,94.5,90,86.2,93.862,102.66,86.64,55.76,62.84
2008-09-29,111.38,65.05,53.08,31.61,97.25,81.8,79.22,92.17,103.07,89.57,50.59,59.08
2008-09-30,115.99,68,56.3,34.17,94.88,89.79,82,92.14,101.3,85.07,53.8,61.95
2008-10-01,116.06,67.02,55.88,34.58,95.78,90.21,84.848,92,101.83,85.97,52.23,61
2008-10-02,111.85,63.58,53.44,31.55,96.55,88.9,82.64,91.362,101.62,82.33,49.28,56.96
2008-10-03,110.34,62.7,53.23,30.72,97.4,88.86,82.335,91.18,101.86,82.59,48.9,53.92
2008-10-06,104.72,59.72,50.22,28.41,99.17,87.83,79.35,90.03,101.7796,84.28,45.99,52.93
2008-10-07,100.03,55.8,47.87,26.2,98.87,89.4719,78.01,88.21,100.91,87.27,46.37,48.46
2008-10-08,97.51,54.46,46.8,26.2,97.45,88.83,74.75,85.21,97.93,89.42,46.38,47.65
2008-10-09,90.7,49.99,44.002,24.27,96.63,86.465,73.01,84.3,97.34,89.9,43.99,44.24
2008-10-10,88.5,52.45,42.36,24.55,95.95,81.7,68.135,80.48,95.38,83.22,42.95,47.76
2008-10-13,101.35,56.98,49.09,30.14,94.72,86.2,76.5,81.58,94,81.99,43.78,51.33
2008-10-14,99.85,55.38,48.08,28.64,94.11,84.85,77,81.26,96.15,82.2,43.5,48
2008-10-15,90.02,50.41,42.95,24.01,95.01,84.85,73.641,80.79,96.48,83.31,40.86,41.2
2008-10-16,93.77,53.71,45.48,25.19,94.519,85.74,70.85,77.852,95.86,79.29,40.02,43.79
2008-10-17,93.21,52.45,44.51,24.4,93.87,85.01,70,77.14,95.47,77.21,40.09,43.34
2008-10-20,98.81,54.69,47.35,26.11,94.62,87.6,71.4,76.42,96.78,78.5,41.32,43.75
2008-10-21,95.86,53.18,44.68,24.03,95.12,88.47,70.99,77.47,96.93,76.027,40.06,42.24
2008-10-22,90.64,50.51,41.42,21.5,97.05,87.45,70.4,73.4,97.65,71.71,37.72,39.14
2008-10-23,91.69,48.99,42.33,22.1,97.77,88,71.59,69.67,96.66,70.65,38.35,38.53
2008-10-24,87.04,47.17,39.59,19.82,96.73,88.352,69.8,67.82,94.35,72.21,36.54,36.06
2008-10-27,83.95,44.86,37.51,19.3,96.8,87.78,66.25,67.83,93.35,72.18,35.54,34.18
2008-10-28,93.76,48.45,42.68,24.24,95.39,87.2,67,65.21,92.79,73.79,36.28,39.76
2008-10-29,93.08,48.7,42.78,22.6,94.91,88.67,70.05,65.68,93.4,74,38.19,38.18
2008-10-30,96.3,51.43,44.28,25.65,94.05,88.01,71.97,70.1,92.88,72.71,37.4203,40.03
2008-10-31,96.83,53.75,44.57,25.43,92.83,87.65,72,73.92,92.37,71.34,37.84,42.55
2008-11-03,97.11,53.82,44.75,25.2,92.71,87.93,71.89,77.09,93.15,71.1,37.01,41
2008-11-04,100.41,54.44,47.82,27.5,94.45,88.53,72.6999,80.37,94.59,75.4786,39.8299,43.28
2008-11-05,96.19,51.59,45.22,24,95.57,90.25,72.1,82.352,95.26,72.8,37.64,39.1
2008-11-06,90.86,49.59,42.3,22.79,94.88,90.8685,72.099,81.75,94.86,72.22,35.82,37.33
2008-11-07,93.86,50.62,44.69,24.64,94.26,90.23,72.85,77.76,94.45,72.5,35.66,39.54
2008-11-10,92.63,49.45,44.02,24.87,94.7199,90.27,72.86,80.46,94.78,73.58,36.3,36.15
2008-11-11,89.77,48.38,42.57,23.32,95.0001,90.56,72.73,80,95,72.05,34.7,35.69
2008-11-12,85.82,45.56,40.28,21.59,95.61,90.54,71.7,79.84,95.15,70,33.46,33.06
2008-11-13,91.17,49.31,43.71,24.58,93.32,89.92,71.315,79.305,94.56,72.15,34.39,36.72
2008-11-14,86.62,45.64,41.2,22.22,95.17,89.9,70.45,80.01,95.52,73.3,33.35,33.1
2008-11-17,85.47,45.25,40.45,21.85,95.59,90.55,69.36,78.9,95.61,72.65,33.18,32.84
2008-11-18,87.08,45.03,40.52,21.53,96.82,90.66,67.9,76.52,94.64,72.51,32.41,31.52
2008-11-19,81.5,41.36,37.81,19.67,99.3,90.8,65.58,76.19,94.62,72.26,32.29,27.72
2008-11-20,75.45,38.53,35.73,18.26,104.43,89.81,63.4,73.35,93.48,73.45,30.11,25.3
2008-11-21,79.52,40.64,38.27,20.89,102.92,90.85,64.03,74.6499,92.53,78.85,30.98,27.39
2008-11-24,85.03,43.5,40.56,22.16,101.31,90.45,64.32,77.07,90.73,80.91,33.28,31.35
2008-11-25,85.66,44.22,41.3,21.74,104.29,90.88,64.99,79.93,92.39,80.87,31.52,32.2
2008-11-26,88.97,46.87,41.75,23.4,104.43,90.4,66.5,80.9,92.89,80.38,33.6,33.67
2008-11-27,88.97,46.87,41.75,23.4,104.43,90.4,66.5,80.9,92.89,80.38,33.6,33.67
2008-11-28,90.09,47.34,41.73,22.95,105.72,90.14,66.25,80.5001,93.18,80.31,32.21,33.38
2008-12-01,82.11,42.02,38.32,20.74,109.4,91.09,64.2,77.6,95.05,75.65,30.74,26.5
2008-12-02,85.27,44.23,40.4,22.05,109.82,91.78,64.89,78.72,95.89,76.95,30.01,30.15
2008-12-03,87.32,45.57,40.94,22.23,110.13,92.42,64.9,82.37,97.16,76.18,29.48,31.52
2008-12-04,85.3,44.06,39.68,21.28,112.3,92.51,64.52,82.22,97.93,75.5,27.87,31
2008-12-05,87.93,46.1,40.18,22.54,110.48,91.88,64.55,82.16,97.25,74.52,27.26,33.99
2008-12-08,91,48.14,42.09,23.98,110.24,92.83,65.3,80.646,96,76.195,28.67,37.19
